Column_1,Column_2,Column_3,Column_4,Column_5
230,246,980,449,79
790,472,462,171,70
834,366,235,937,581
215,709,413,0,545
206,717,801,889,870
436,482,960,808,910
374,301,205,550,609
958,487,765,941,898
623,1,279,810,127
490,230,264,501,390
616,458,559,764,834
269,579,655,904,161
57,474,600,968,68
703,636,320,902,396
891,389,735,758,525
909,916,516,302,328
791,459,191,738,19
539,244,101,395,442
437,70,792,384,735
698,87,106,561,802
581,50,416,858,215
581,339,390,168,975
266,300,129,734,81
365,650,602,34,351
842,490,411,229,671
132,306,675,149,959
219,308,947,644,980
255,953,354,828,555
476,346,511,71,585
184,454,388,801,453
681,398,151,934,49
735,768,427,934,803
885,659,245,42,139
115,333,311,725,188
251,57,485,605,387
819,899,981,247,25
676,391,617,125,305
773,381,536,374,149
833,936,138,999,619
330,45,455,335,400
688,324,768,488,735
164,410,401,574,535
199,733,646,125,393
188,681,602,519,326
738,179,599,994,358
860,536,981,329,49
429,283,91,4,940
864,263,48,787,129
75,362,39,668,525
871,682,35,345,580
752,808,160,344,304
247,811,467,425,408
804,386,951,378,583
273,768,431,827,68
595,632,72,186,661
697,759,664,890,358
204,745,906,644,993
760,365,762,343,627
487,871,816,452,549
575,294,155,615,838
14,410,355,894,130
9,389,556,236,405
213,560,504,959,589
613,583,497,807,79
9,143,353,571,691
910,805,368,201,215
398,156,446,289,727
810,428,296,876,126
723,498,957,918,105
983,343,648,129,611
28,968,400,272,305
844,788,78,690,221
797,438,405,916,626
330,50,481,231,624
418,999,111,663,469
536,709,104,367,494
107,858,604,909,732
650,23,963,578,894
218,230,801,423,139
725,870,88,344,295
135,778,982,905,613
799,955,914,34,408
259,751,894,336,172
724,922,331,245,158
401,584,330,552,571
840,807,24,678,920
287,22,125,753,695
574,320,717,50,327
881,549,984,311,725
532,364,39,795,340
247,920,331,314,322
469,646,475,114,949
310,349,653,378,999
588,879,848,916,789
80,202,123,219,751
898,111,756,972,968
121,242,232,224,455
942,330,667,313,853
623,288,292,29,703
775,344,248,25,677
21,52,457,927,696
367,563,772,986,111
79,799,408,722,192
16,27,756,262,484
452,507,581,133,316
71,314,922,390,20
94,590,711,895,911
222,833,742,8,844
698,33,522,700,80
678,520,244,445,246
825,284,440,42,243
597,173,888,219,369
772,919,249,738,516
517,861,550,661,266
298,653,402,502,323
565,904,747,108,431
627,408,414,403,262
219,514,345,527,463
949,714,31,50,298
328,686,935,753,800
371,881,85,763,702
806,678,64,967,650
506,4,340,478,683
460,224,813,904,966
917,516,41,203,898
256,488,27,438,86
326,567,600,445,977
247,750,121,861,293
538,616,596,102,326
850,904,737,767,158
367,258,892,191,993
250,307,223,693,914
527,946,936,614,893
399,139,304,681,117
136,358,485,260,182
56,77,238,426,859
74,761,156,516,194
595,738,994,571,153
360,584,173,487,5
802,589,98,522,114
682,460,796,705,860
509,920,785,288,364
311,145,32,346,702
216,141,577,219,999
937,836,465,732,775
10,776,545,665,382
887,490,764,459,646
0,193,548,258,303
94,619,18,136,31
708,473,866,875,740
890,750,125,703,690
204,571,169,56,848
710,679,14,674,122
987,719,615,512,8
432,575,656,58,707
283,66,907,852,748
279,219,581,121,410
477,361,426,271,242
383,74,939,948,763
66,74,291,686,687
100,208,921,944,0
662,885,270,533,145
482,990,170,476,710
510,22,890,490,167
348,176,41,671,244
150,973,401,740,117
313,543,602,92,566
304,574,867,565,594
527,275,19,532,296
573,994,671,717,853
323,851,684,695,786
155,905,468,841,91
934,874,134,939,96
185,515,28,441,843
304,236,177,644,876
361,704,568,300,522
942,858,152,961,576
563,92,757,87,308
416,766,159,120,153
901,394,78,825,789
812,102,331,339,917
530,184,718,649,608
783,962,389,647,427
493,760,186,941,826
429,452,237,339,809
348,589,82,286,953
880,116,922,358,816
254,900,58,96,567
906,172,220,455,67
156,216,763,727,389
237,684,158,829,92
891,208,623,403,597
677,497,182,904,515
673,34,502,199,307
337,786,588,38,129
516,846,340,409,231
403,814,689,935,783
278,691,14,435,235
547,91,364,329,365
712,767,388,915,397
347,35,760,559,417
897,388,411,958,1
90,365,667,75,312
948,68,922,716,833
447,807,992,41,629
253,243,724,871,408
403,383,982,406,937
671,928,846,820,972
231,477,409,356,59
400,494,937,141,200
625,477,683,976,331
904,541,119,319,259
141,710,332,555,810
8,5,897,617,568
581,770,820,526,228
116,97,863,942,697
291,620,589,612,794
113,196,355,696,565
868,772,3,877,937
281,39,774,224,603
720,294,406,934,478
89,555,499,563,819
924,599,956,19,392
365,410,178,316,201
78,251,788,654,94
5,958,967,93,576
782,986,194,421,62
347,419,19,329,571
261,356,823,121,46
15,832,341,793,686
407,509,638,268,794
827,583,243,875,34
729,358,126,586,608
159,412,284,864,909
356,500,735,399,687
886,603,404,569,163
484,618,727,1,996
522,289,198,875,452
356,1,704,863,413
695,176,870,249,710
585,636,206,387,259
577,81,248,398,866
199,550,542,868,508
582,346,767,4,642
302,869,348,143,762
258,564,736,207,803
497,65,619,223,740
880,713,491,673,876
138,203,80,576,814
108,231,864,480,940
506,333,664,170,414
521,691,959,589,417
140,726,628,320,710
35,880,723,304,137
546,589,151,509,28
517,67,836,689,443
329,818,933,394,370
380,496,199,697,770
793,761,992,375,156
825,158,43,901,337
17,966,319,909,920
517,586,398,631,998
651,39,958,511,235
314,947,574,593,784
429,155,516,820,381
404,9,790,281,423
437,76,194,454,777
788,392,525,914,947
777,113,197,825,278
384,228,686,682,838
982,215,34,675,125
103,610,382,818,111
404,580,231,950,11
369,38,425,356,230
14,145,490,831,612
969,273,527,54,317
657,454,98,516,847
774,207,786,221,243
350,450,658,735,125
605,951,354,788,686
240,243,776,619,861
945,559,196,821,372
329,299,913,407,220
139,336,27,908,538
394,468,66,513,762
817,767,912,595,277
74,517,627,484,1
1,944,98,400,700
856,256,76,863,204
870,588,169,523,735
526,286,13,726,637
222,406,94,75,603
326,469,926,738,40
684,67,755,46,334
189,876,881,545,432
601,741,943,453,585
325,349,81,625,555
809,240,432,893,599
286,53,611,530,72
746,160,818,334,17
541,831,561,663,257
936,997,945,358,136
516,747,542,634,607
715,215,539,217,899
847,555,993,753,882
623,248,805,680,13
735,161,316,403,479
920,22,311,40,961
190,160,967,126,50
53,340,80,152,302
524,480,968,574,624
173,90,301,130,566
431,576,734,635,568
392,32,594,176,415
205,687,117,65,378
915,619,311,607,471
869,2,663,528,588
974,576,599,542,398
359,920,218,773,814
540,907,618,653,707
93,793,844,335,154
603,297,104,689,184
88,996,7,484,232
782,442,619,928,124
77,444,716,955,700
513,989,265,664,110
764,202,727,283,564
213,616,421,436,512
478,609,31,858,489
547,356,260,702,771
339,307,631,798,297
518,674,669,853,340
168,514,858,137,722
750,620,601,531,411
271,743,423,619,55
274,176,851,733,956
191,923,792,548,805
15,683,352,797,352
365,846,491,680,896
672,473,569,532,234
823,808,993,47,889
918,126,197,443,563
385,707,751,894,967
915,177,127,548,717
970,190,17,360,439
613,338,775,415,475
368,235,825,390,968
407,611,511,232,547
264,753,683,499,59
710,932,605,26,423
682,461,969,362,207
202,698,585,636,965
583,585,534,114,633
297,707,900,318,769
866,504,637,257,125
393,811,386,147,574
679,619,537,128,933
47,448,165,606,408
660,87,805,667,695
557,431,363,225,528
342,218,604,514,960
877,225,525,805,710
104,515,209,488,480
863,941,634,83,18
43,541,523,265,24
479,78,405,809,43
43,423,183,352,51
11,274,664,384,890
245,635,41,854,213
503,669,756,165,249
626,550,413,592,550
171,835,845,421,56
728,885,381,118,569
321,573,987,473,38
605,342,538,218,413
279,66,881,497,56
3,383,308,258,169
650,183,933,261,910
706,165,80,389,111
818,775,685,694,271
784,542,730,30,263
732,256,880,419,810
269,564,839,257,374
367,19,745,119,169
614,791,916,451,173
542,283,504,17,303
748,817,270,566,288
979,659,678,107,253
566,226,336,185,445
163,781,908,317,228
572,871,435,603,985
192,212,135,86,942
636,817,435,285,754
607,84,639,649,681
381,804,785,206,202
323,885,46,559,831
625,413,810,586,892
806,240,374,382,495
885,486,492,528,56
839,574,481,604,828
86,79,633,722,643
416,70,432,584,991
498,345,117,128,818
197,981,641,544,566
397,882,180,942,677
462,923,86,658,966
677,345,570,667,338
667,253,337,147,57
183,535,8,861,950
523,15,518,416,967
605,733,22,717,973
438,45,938,801,54
353,380,890,328,786
480,177,104,187,603
438,536,766,312,722
1,917,821,189,781
592,414,797,135,832
875,958,825,770,740
41,819,921,316,175
985,137,652,888,445
274,544,109,982,933
577,527,564,227,567
496,868,146,791,863
207,182,842,414,532
284,995,270,358,316
959,537,513,299,700
938,169,429,271,651
301,492,879,388,733
401,719,323,997,650
806,505,370,93,805
202,832,471,222,823
425,609,890,39,359
768,147,518,360,276
939,269,642,703,978
820,644,855,979,971
497,124,810,435,414
323,341,735,39,168
707,646,491,103,974
929,872,817,173,920
648,381,401,400,946
684,548,996,939,887
963,508,141,426,39
347,587,523,986,983
939,618,41,90,482
518,902,811,77,525
785,317,450,931,662
311,553,261,948,881
954,917,601,952,306
987,382,323,171,614
352,933,372,759,836
414,123,151,598,442
74,481,20,264,923
527,354,529,615,802
628,526,809,917,358
515,116,446,157,936
539,793,280,642,621
563,696,976,760,679
277,193,905,739,585
825,598,736,772,419
694,217,324,183,142
572,239,574,107,18
576,155,460,267,723
117,629,125,188,280
10,408,173,967,179
234,847,808,200,273
638,40,680,550,820
44,370,980,813,935
448,77,667,30,660
873,499,49,690,97
107,905,854,261,17
290,785,849,633,418
230,348,666,36,194
144,329,852,840,674
37,179,422,166,400
523,312,583,509,516
781,741,33,688,258
202,792,626,186,573
828,572,69,680,404
608,902,532,715,188
697,887,994,631,334
249,492,252,572,782
679,503,856,525,844
113,845,941,157,359
336,790,257,496,185
555,481,24,834,718
981,372,682,780,760
954,611,416,781,222
576,684,882,180,374
171,149,809,325,390
143,574,87,603,171
544,587,387,913,315
126,695,835,884,57
180,257,353,19,50
771,156,560,354,845
317,621,650,790,117
739,739,54,357,952
87,771,676,642,847
755,988,462,807,746
180,779,502,862,842
303,231,599,15,498
998,769,759,909,759
199,882,502,699,481
753,851,891,557,695
165,459,27,198,641
127,650,471,124,808
357,702,175,850,160
481,101,179,133,486
641,980,344,146,829
905,865,599,915,748
615,654,377,547,836
146,711,207,552,860
284,762,662,170,307
731,890,659,101,147
407,481,794,234,782
795,309,197,453,457
176,811,103,368,42
256,483,862,506,54
740,141,477,255,792
600,557,968,275,183
190,612,391,787,943
360,10,629,172,700
924,200,714,155,310
511,67,529,588,155
254,792,625,356,428
540,856,529,594,973
900,400,900,304,356
222,913,588,512,149
205,87,41,518,159
31,721,355,180,707
407,925,138,517,815
349,970,646,830,672
172,171,210,642,995
695,211,113,431,830
986,733,322,63,193
911,486,444,651,996
341,460,575,779,349
803,654,727,112,484
302,277,715,321,915
158,783,794,485,292
805,43,737,266,836
736,538,686,943,814
19,844,674,79,676
799,213,22,133,409
48,44,475,885,465
830,217,409,863,853
935,23,634,992,386
884,370,339,251,977
769,333,110,527,462
432,584,935,804,136
83,750,802,907,750
363,595,481,281,396
421,169,223,568,586
232,60,602,581,791
472,809,244,825,897
623,511,420,45,812
44,194,564,780,501
193,443,844,775,234
801,252,782,775,842
371,640,897,10,679
928,354,315,855,358
749,363,625,304,228
460,364,207,852,85
702,639,450,44,391
216,498,528,385,842
478,987,509,550,266
324,647,175,834,290
567,844,316,134,7
694,636,826,876,790
829,69,367,97,390
332,433,208,204,36
904,601,383,140,226
858,504,754,800,658
138,818,42,925,825
625,165,620,629,377
368,792,655,271,26
414,800,566,887,488
703,100,476,460,80
276,199,552,933,198
769,286,379,526,234
41,662,66,290,897
515,218,370,831,852
159,984,624,108,330
859,699,840,355,980
900,351,386,760,541
20,513,83,117,953
498,521,51,582,801
429,253,710,90,905
473,100,512,20,530
584,41,620,256,884
621,293,284,331,643
978,751,36,246,578
492,54,792,636,263
729,212,141,556,62
744,179,140,185,979
937,174,664,467,850
157,526,247,628,208
655,947,156,627,521
375,380,369,127,688
382,133,354,89,50
493,288,228,905,677
573,32,125,798,800
557,949,826,607,200
869,556,10,858,792
492,494,914,571,440
486,582,474,673,581
872,305,179,723,419
107,251,624,844,515
253,949,703,978,998
171,186,225,368,933
907,476,940,390,323
275,355,985,642,67
706,688,621,686,596
356,696,152,153,658
562,168,5,696,630
934,107,890,352,957
89,445,641,6,620
904,647,951,680,870
116,697,861,260,719
351,206,365,94,901
473,603,227,920,183
10,622,179,633,632
19,594,675,588,39
990,465,526,723,170
885,919,540,367,398
654,354,828,35,101
94,686,407,601,360
922,53,938,201,773
861,889,308,652,417
200,165,401,664,322
947,102,496,756,203
48,355,879,169,913
338,845,222,171,349
315,473,790,269,127
579,2,56,596,215
623,407,797,555,623
167,740,720,745,42
515,480,981,63,378
851,16,978,137,311
64,853,89,284,158
747,455,759,819,566
670,443,349,298,626
354,17,334,186,989
534,840,338,696,745
46,31,359,416,611
530,315,632,204,349
282,251,496,481,294
303,3,593,732,833
488,519,140,858,589
27,519,26,158,727
995,880,800,464,236
930,372,554,695,392
942,73,19,626,410
835,754,66,414,311
657,884,766,67,672
160,638,808,300,457
159,673,245,357,16
666,420,338,754,760
494,585,921,488,851
512,414,538,28,608
171,743,433,40,767
955,487,456,870,176
209,122,995,21,543
435,421,728,317,463
499,233,997,165,854
259,99,173,269,503
455,534,33,641,389
709,488,60,888,702
314,12,426,854,765
960,105,254,540,965
34,193,724,157,912
503,181,767,324,593
829,65,735,714,642
393,654,486,714,936
546,36,670,618,124
930,248,463,694,588
326,147,372,866,681
81,43,807,659,83
105,987,130,585,560
118,443,633,304,329
708,465,112,244,606
251,1,979,587,404
399,630,536,479,810
243,532,299,27,382
278,642,199,891,63
717,336,687,117,331
947,835,130,760,226
698,844,195,110,328
974,712,555,208,211
432,523,445,919,143
926,896,14,803,201
991,461,202,831,956
381,319,595,873,218
480,181,854,469,510
112,344,61,981,461
113,212,700,574,823
16,797,149,553,547
408,27,970,337,664
281,953,969,957,461
172,904,561,844,117
114,685,489,553,442
567,432,411,593,226
340,917,518,239,455
977,457,602,476,257
701,742,709,453,66
394,391,244,177,102
324,91,914,412,326
84,32,335,48,93
235,910,8,745,651
284,688,7,337,441
331,607,910,977,455
597,877,302,531,190
873,511,954,620,565
461,815,353,824,989
965,124,321,164,178
312,230,0,733,609
730,192,342,347,424
503,10,476,271,549
729,775,413,837,339
236,994,776,817,620
147,971,224,429,208
424,465,799,526,11
484,518,851,185,979
700,426,605,786,247
115,850,537,386,743
952,622,543,42,546
522,65,682,372,397
248,109,184,884,189
251,838,93,8,145
182,837,663,853,133
61,269,802,962,817
913,454,737,692,415
936,910,43,351,706
932,140,829,238,36
780,102,349,838,551
182,802,674,360,333
18,858,618,746,638
184,590,822,922,587
880,220,996,55,686
661,568,637,492,825
782,100,425,950,873
92,778,956,651,888
214,125,616,361,432
48,20,67,631,809
186,91,121,528,764
417,814,988,507,125
235,906,738,38,618
400,301,914,605,737
711,306,665,361,690
497,76,481,671,279
835,978,796,319,55
985,524,92,595,213
831,257,714,481,40
539,340,331,241,791
310,299,657,234,464
782,301,656,920,94
70,791,25,205,137
995,25,24,150,320
164,183,428,692,234
544,939,189,903,61
622,785,464,982,966
162,392,58,742,339
473,219,956,707,922
417,615,624,643,474
392,243,1,257,397
68,128,926,718,313
646,435,212,340,346
626,790,401,619,932
677,489,500,228,127
310,56,770,371,31
777,556,627,719,578
575,811,184,163,766
556,961,399,806,939
156,862,217,229,789
723,165,689,640,644
171,763,248,869,875
437,406,146,422,609
738,115,287,258,846
362,980,688,58,776
630,239,76,108,221
758,190,767,292,602
902,452,460,754,843
156,156,237,443,493
34,153,180,737,588
448,908,919,238,835
834,641,686,726,949
621,786,725,56,822
26,150,557,247,506
439,591,419,516,725
619,525,160,50,234
371,928,929,92,167
913,943,989,873,996
136,762,103,507,742
137,12,674,535,439
233,605,615,495,390
569,210,643,662,69
265,321,733,661,812
292,732,605,410,218
352,951,459,695,149
9,676,491,219,622
445,387,99,533,645
71,133,165,100,479
378,710,957,309,952
37,698,972,311,782
259,203,844,174,601
691,111,43,154,746
135,225,262,267,302
227,386,595,439,249
712,496,807,633,614
440,727,343,108,643
841,571,999,134,695
392,725,20,628,251
772,443,273,208,610
982,7,819,982,876
521,427,698,860,128
586,618,725,791,713
638,32,18,131,97
430,498,207,398,901
734,466,572,179,339
391,100,14,156,953
413,297,242,824,554
657,949,782,147,384
389,469,262,106,7
634,27,556,243,235
175,66,954,848,899
484,381,317,929,400
133,271,6,268,719
426,975,358,553,890
778,507,985,481,782
499,511,931,244,881
208,357,621,163,308
422,975,253,17,806
730,616,694,382,477
598,967,405,192,489
710,105,854,384,528
960,389,575,529,233
969,730,784,796,190
230,867,248,804,906
712,38,27,511,422
401,98,114,860,508
371,500,281,869,37
782,344,83,598,576
802,290,91,818,911
227,841,251,250,33
784,256,684,423,940
786,882,863,349,725
62,886,63,784,712
576,711,64,430,185
731,503,713,24,49
702,224,739,962,274
763,649,366,524,412
534,774,552,321,353
553,680,56,118,741
242,331,239,634,978
764,229,592,103,412
288,580,386,911,592
948,568,829,802,617
721,918,695,809,306
247,299,42,50,236
897,227,209,207,233
859,203,52,578,615
42,559,368,347,853
482,332,149,806,760
336,85,882,554,939
278,799,698,710,938
550,964,383,809,599
866,349,919,566,56
590,874,661,288,152
701,814,415,16,193
575,142,57,315,146
730,196,652,285,199
742,635,387,963,302
731,488,284,18,690
32,965,313,928,622
533,928,653,439,500
453,618,723,940,213
974,348,337,731,793
413,922,835,969,751
122,479,656,822,2
899,816,975,967,530
882,967,649,960,899
834,888,60,203,878
379,277,333,870,879
831,95,9,168,62
620,899,71,254,718
554,899,940,316,711
512,520,220,659,628
390,593,229,432,555
723,894,584,839,440
660,71,42,770,245
789,852,467,724,638
819,149,6,78,499
497,317,179,719,68
318,509,355,952,458
626,155,877,48,970
495,381,170,44,739
496,462,523,295,429
652,644,764,99,138
150,218,128,945,83
284,255,5,278,830
65,317,83,612,139
962,440,734,327,641
632,644,406,319,204
128,662,322,351,52
957,511,937,215,574
929,621,899,108,621
411,787,695,331,591
164,356,834,107,551
784,484,400,635,989
658,171,375,488,159
447,431,811,579,698
52,210,66,416,670
741,335,619,441,722
349,251,387,722,301
619,133,947,943,12
160,142,597,277,29
380,973,695,704,668
660,891,262,258,490
600,913,388,354,38
638,459,238,122,114
545,768,578,993,968
632,792,737,809,955
254,850,495,742,91
176,294,996,509,505
622,437,39,17,621
154,166,109,42,411
234,991,183,36,222
492,339,590,732,492
844,913,401,393,206
644,370,958,408,585
731,632,904,433,456
84,112,787,207,734
57,60,55,291,719
28,802,979,388,218
556,698,789,265,127
865,347,446,641,15
288,883,83,90,372
173,463,466,72,263
749,349,995,403,558
61,296,299,462,284
947,55,793,795,215
429,32,804,863,995
40,744,881,152,117
844,266,915,991,574
414,836,798,141,834
907,873,18,336,921
193,717,325,234,958
744,535,836,431,892
764,544,157,362,429
892,233,454,343,9
152,219,62,683,459
316,702,803,746,41
247,202,647,531,66
904,343,982,230,159
974,357,50,15,647
736,693,404,440,917
616,29,301,891,589
418,328,987,490,235
36,359,475,871,835
610,510,634,723,93
73,878,92,166,373
681,923,845,688,573
652,868,212,145,405
980,124,139,805,552
935,90,773,409,501
247,956,869,806,374
357,601,540,380,596
893,700,341,176,230
360,964,181,19,893
687,172,176,106,254
811,272,67,331,961
454,338,923,864,466
346,968,174,315,324
49,840,387,514,383
152,773,126,936,294
924,591,366,645,19
156,395,242,667,271
931,56,130,202,515
545,381,475,729,667
741,877,88,261,289
895,243,483,361,673
32,605,912,821,977
730,691,527,455,970
889,527,948,832,621
69,244,520,319,45
550,0,291,41,581
77,585,920,755,415
83,326,844,798,409
986,298,226,897,252
26,470,570,951,363
893,155,563,489,830
681,139,299,849,676
570,619,106,497,475
166,30,590,370,934
15,732,142,503,334
418,958,459,160,667
459,830,196,764,665
216,910,724,109,488
847,112,468,626,37
127,556,244,924,764
315,107,729,429,474
115,785,336,724,117
577,3,44,484,231
941,336,513,203,452
787,722,47,1,629
282,907,27,917,787
143,21,449,211,886
584,58,713,937,82
106,302,411,2,530
667,965,664,245,545
681,782,636,12,424
350,338,715,535,891
808,110,517,944,572
228,277,424,985,879
443,73,114,215,389
769,458,397,112,57
244,296,88,959,597
398,775,793,951,993
310,994,745,304,750
281,797,0,207,23
724,933,875,497,594
275,766,593,733,870
119,506,839,89,786
743,928,341,112,376
635,577,934,780,908
463,917,146,358,919
273,864,127,816,579
760,17,31,744,872
586,184,171,812,311
499,557,479,990,908
930,758,800,19,368
83,986,785,921,80
429,253,749,29,990
53,489,990,990,885
140,571,786,831,714
283,375,636,457,471
819,675,75,755,512
776,54,0,589,1
718,329,893,64,247
239,427,815,744,319
811,758,494,196,495
404,151,871,734,176
47,404,773,18,21
432,595,214,482,588
168,408,885,70,71
514,188,690,913,62
252,329,497,210,221
812,103,123,293,740
860,396,405,106,316
695,410,865,646,179
729,369,661,520,708
147,719,327,108,377
679,31,819,978,421
742,23,459,790,329
514,537,29,552,253
250,957,770,978,389
678,635,777,593,468
668,25,899,720,209
654,91,748,347,703
80,310,34,725,524
847,32,319,277,346
915,270,225,664,628
191,301,705,705,549
250,919,371,825,649
587,866,377,633,381
639,152,115,121,946
291,653,451,516,128
333,512,306,239,813
886,243,129,510,293
278,69,310,218,169
556,625,19,762,410
772,594,918,218,958
224,74,938,956,99
904,113,140,115,723
219,104,776,374,726
324,915,380,111,397
853,962,705,749,508
114,58,366,552,799
965,247,43,935,330
29,247,955,189,676
520,4,779,708,48
541,459,411,503,49
385,770,129,732,267
502,362,731,760,469
838,919,501,58,581
630,740,95,901,279
735,438,657,229,213
908,969,953,753,216
371,222,878,924,647
213,294,161,260,921
99,461,880,322,744
110,519,309,955,957
217,863,525,813,962
289,608,178,156,705
12,633,445,631,597
587,330,761,34,536
335,222,552,753,994
577,927,225,47,7
14,573,183,745,909
349,757,914,277,40
497,381,855,796,418
456,156,211,480,583
918,887,150,297,548
579,142,751,86,240
649,974,597,924,893
423,919,147,401,92
983,859,984,965,51
627,306,661,810,554
198,675,177,476,545
52,465,217,141,652
161,893,710,101,925
59,196,739,399,647
856,238,720,452,313
285,852,58,112,529
742,519,810,615,189
650,167,659,663,389
118,277,388,298,461
439,275,406,487,880
141,841,76,282,699
890,500,299,590,241
616,322,575,578,733
584,964,15,206,81
664,652,176,394,773
815,789,922,186,253
365,464,370,773,259
579,253,177,334,772
379,747,637,179,179
71,564,813,657,732
748,752,526,896,277
903,357,701,505,893
826,410,302,460,59
190,397,857,566,140
30,320,345,32,51
516,984,364,74,943
154,776,680,742,710
40,602,702,765,553
669,730,701,919,983
650,656,305,960,291
490,796,178,238,329
288,871,42,339,419
535,599,731,321,531
989,388,31,498,627
797,478,367,16,157
707,130,186,940,231
694,192,309,176,379
339,257,879,674,761
87,72,114,464,379
327,927,296,515,461
741,439,262,267,721
691,446,103,18,216
936,176,445,985,850
641,499,386,468,550
935,646,281,336,579
636,374,639,108,393
433,114,610,698,663
400,673,760,111,152
28,537,60,682,641
646,875,668,234,559
448,706,5,784,407
789,440,784,777,553
810,737,856,655,698
294,960,733,286,870
482,996,830,37,33
388,898,581,871,930
610,805,117,925,685
449,939,183,959,331
373,848,682,721,246
185,335,797,300,944
167,705,458,819,491
566,689,710,619,229
616,17,13,373,531
746,950,850,308,748
870,788,360,19,566
162,428,744,550,439
486,218,723,679,620
223,404,478,221,391
900,507,415,36,844
638,514,542,191,75
10,241,999,926,676
371,372,691,957,453
904,936,766,583,863
518,447,525,674,246
139,899,650,991,315
991,966,230,637,46
346,395,662,222,32
121,757,405,675,729
847,988,41,859,427
452,198,353,877,113
44,90,680,284,727
346,884,413,310,555
14,281,958,718,19
339,939,510,206,773
213,764,610,743,357
193,380,474,686,659
621,140,666,438,488
80,560,299,675,32
627,23,371,979,607
35,151,587,706,508
545,138,262,764,322
455,917,585,559,872
467,270,770,544,932
558,816,699,8,263
241,871,786,695,743
191,144,775,372,19
452,775,148,713,942
709,598,247,773,652
220,16,273,905,831
581,887,93,861,892
429,416,262,667,77
849,759,934,252,887
805,371,546,411,820
221,332,974,191,515
866,873,150,924,100
440,162,140,690,381
139,190,343,534,681
15,493,55,0,950
184,449,541,513,213
234,815,707,916,324
943,276,197,345,614
290,574,712,129,630
704,858,280,826,646
305,846,728,429,772
235,541,253,210,60
734,367,563,484,974
167,568,235,28,85
722,130,715,63,587
811,565,635,212,517
977,633,631,417,988
781,673,312,96,480
902,736,10,291,338
4,448,802,427,816
857,562,869,476,545
798,87,711,254,631
418,792,575,911,19
388,4,993,411,981
118,119,514,384,675
929,119,900,752,134
81,99,209,879,118
8,590,331,414,210
664,855,330,259,647
822,22,251,698,591
941,813,147,449,344
489,568,241,46,546
458,803,317,248,937
412,309,517,366,906
676,723,937,107,744
151,350,429,970,870
997,909,291,238,708
213,696,429,369,761
732,381,291,506,803
673,805,93,298,641
839,956,216,793,77
649,918,161,899,177
523,634,108,668,674
559,668,990,964,998
588,761,226,930,819
37,792,287,44,478
289,329,315,338,279
993,572,605,801,993
340,600,108,893,661
152,349,494,907,488
0,819,404,898,787
577,456,912,342,680
490,548,540,128,747
954,501,108,799,173
177,392,784,421,660
125,403,784,864,418
129,914,386,349,379
450,63,362,545,32
14,783,862,957,595
770,148,211,365,578
828,80,145,67,882
93,744,916,459,604
204,721,215,110,343
97,395,548,154,430
440,191,584,640,680
461,865,345,928,296
97,237,393,436,591
742,222,804,226,60
491,800,585,627,10
597,5,838,190,389
994,570,787,971,867
932,143,180,360,606
460,695,29,996,132
810,76,744,125,716
883,791,229,699,767
711,577,912,308,79
123,670,318,866,79
42,490,788,956,184
263,891,549,441,621
182,378,937,20,969
810,828,491,211,656
284,810,93,495,634
594,146,833,831,681
967,735,151,436,719
267,792,746,476,53
626,891,96,250,732
369,200,268,423,596
919,559,914,440,983
471,772,10,502,67
976,136,311,845,639
559,382,554,943,868
31,543,406,149,118
789,237,862,564,39
358,499,720,610,611
276,245,454,573,684
359,500,371,632,215
782,43,130,22,466
911,286,422,906,931
859,455,180,444,565
398,876,15,257,906
773,912,275,937,96
536,205,104,29,810
377,931,156,169,807
357,817,51,744,396
843,456,714,538,348
987,641,99,359,644
261,133,562,218,758
475,201,437,732,143
743,237,371,875,923
118,608,801,515,704
978,820,203,911,376
289,52,790,528,357
965,70,290,868,3
920,11,247,408,775
301,537,620,880,675
499,547,473,320,864
515,362,710,670,122
700,87,204,113,497
137,659,654,169,663
209,309,799,484,55
940,368,654,60,308
563,499,784,511,942
226,650,426,27,864
248,951,892,146,221
748,595,965,560,150
639,630,291,390,733
581,346,223,472,41
204,148,388,151,194
803,689,892,922,421
485,807,23,199,77
728,317,329,326,143
269,669,749,181,280
973,372,701,11,679
831,301,312,529,918
686,564,843,24,993
632,435,339,42,555
932,976,25,395,139
784,461,394,444,889
992,590,850,107,961
422,43,108,379,240
726,357,290,247,995
675,952,81,115,820
828,49,280,94,774
284,120,455,911,817
86,792,647,809,776
900,451,49,719,950
373,240,240,157,182
31,783,477,41,197
683,626,423,528,456
182,851,307,226,230
888,903,621,139,982
355,114,620,181,985
690,547,457,556,539
546,178,683,23,484
235,346,374,361,503
776,644,940,66,727
933,293,989,80,886
447,38,321,165,376
976,12,424,538,821
153,253,503,251,999
371,744,142,384,685
40,85,179,28,209
783,319,612,347,38
417,382,923,132,205
808,170,836,102,449
984,66,299,893,420
657,606,105,782,557
461,14,235,707,377
753,163,858,911,868
352,132,367,996,20
593,576,231,493,473
687,447,662,541,117
872,367,466,680,579
355,263,75,260,841
431,220,627,246,285
875,970,960,855,155
546,237,38,644,251
727,850,217,151,437
610,76,520,940,227
65,535,967,783,187
588,494,346,29,824
605,769,327,711,704
693,345,316,633,204
886,887,189,797,218
427,350,436,438,248
360,545,706,434,638
858,615,336,204,857
